state,county,fips_code,year,annual_change_%,hpi,hpi_with_1990_base,hpi_with_2000_base,source_file
TX,Van Zandt,48467,2017,7.33,257.05,,166.0,FHFA - County.csv
TX,Van Zandt,48467,2018,7.39,276.06,,178.27,FHFA - County.csv
TX,Van Zandt,48467,2019,6.73,294.62,,190.26,FHFA - County.csv
TX,Van Zandt,48467,2020,6.26,313.08,,202.18,FHFA - County.csv
TX,Van Zandt,48467,2021,14.74,359.22,,231.98,FHFA - County.csv
TX,Van Zandt,48467,2022,21.99,438.2,,282.99,FHFA - County.csv
TX,Van Zandt,48467,2023,3.58,453.88,,293.11,FHFA - County.csv
TX,Van Zandt,48467,2024,5.62,479.39,,309.58,FHFA - County.csv
TX,Wood,48499,1993,,100.0,,80.24,FHFA - County.csv
TX,Wood,48499,1994,6.14,106.14,,85.17,FHFA - County.csv
TX,Wood,48499,1995,3.66,110.02,,88.28,FHFA - County.csv
TX,Wood,48499,1996,1.87,112.08,,89.94,FHFA - County.csv
TX,Wood,48499,1997,10.59,123.95,,99.46,FHFA - County.csv
TX,Wood,48499,1998,-0.48,123.36,,98.99,FHFA - County.csv
TX,Wood,48499,1999,0.71,124.23,,99.69,FHFA - County.csv
TX,Wood,48499,2000,0.31,124.62,,100.0,FHFA - County.csv
TX,Wood,48499,2001,2.9,128.23,,102.9,FHFA - County.csv
TX,Wood,48499,2002,7.72,138.13,,110.84,FHFA - County.csv
TX,Wood,48499,2003,2.05,140.96,,113.11,FHFA - County.csv
TX,Wood,48499,2004,3.38,145.72,,116.93,FHFA - County.csv
TX,Wood,48499,2005,3.85,151.33,,121.43,FHFA - County.csv
TX,Wood,48499,2006,7.59,162.81,,130.65,FHFA - County.csv
TX,Wood,48499,2007,2.96,167.63,,134.51,FHFA - County.csv
TX,Wood,48499,2008,3.06,172.75,,138.62,FHFA - County.csv
TX,Wood,48499,2009,0.09,172.91,,138.75,FHFA - County.csv
TX,Wood,48499,2010,1.66,175.78,,141.05,FHFA - County.csv
TX,Wood,48499,2011,-5.05,166.91,,133.93,FHFA - County.csv
TX,Wood,48499,2012,3.82,173.27,,139.04,FHFA - County.csv
TX,Wood,48499,2013,1.22,175.38,,140.74,FHFA - County.csv
TX,Wood,48499,2014,3.15,180.91,,145.17,FHFA - County.csv
TX,Wood,48499,2015,2.61,185.62,,148.95,FHFA - County.csv
TX,Wood,48499,2016,-1.61,182.64,,146.56,FHFA - County.csv
TX,Wood,48499,2017,8.27,197.74,,158.68,FHFA - County.csv
TX,Wood,48499,2018,11.9,221.27,,177.56,FHFA - County.csv
TX,Wood,48499,2019,4.13,230.4,,184.88,FHFA - County.csv
TX,Wood,48499,2020,5.78,243.72,,195.57,FHFA - County.csv
TX,Wood,48499,2021,12.39,273.91,,219.8,FHFA - County.csv
TX,Wood,48499,2022,20.81,330.9,,265.53,FHFA - County.csv
TX,Wood,48499,2023,4.64,346.26,,277.85,FHFA - County.csv
TX,Wood,48499,2024,4.66,362.41,,290.81,FHFA - County.csv
