RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,date,value,source_file,zhvf,tier,State,City,Metro,CountyName
753929,935,"Zapata, TX",msa,TX,2026-01-31,2026-02-28,0.3,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395188,938,"Vernon, TX",msa,TX,2026-01-31,2026-02-28,-0.4,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394767,939,"Lamesa, TX",msa,TX,2026-01-31,2026-02-28,1.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394514,4,"Dallas, TX",msa,TX,2026-01-31,2026-04-30,-0.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394692,5,"Houston, TX",msa,TX,2026-01-31,2026-04-30,-0.1,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395055,24,"San Antonio, TX",msa,TX,2026-01-31,2026-04-30,-0.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394355,29,"Austin, TX",msa,TX,2026-01-31,2026-04-30,-1.2,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394843,67,"McAllen, TX",msa,TX,2026-01-31,2026-04-30,0.8,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394561,69,"El Paso, TX",msa,TX,2026-01-31,2026-04-30,0.8,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394746,120,"Killeen, TX",msa,TX,2026-01-31,2026-04-30,0.0,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394502,129,"Corpus Christi, TX",msa,TX,2026-01-31,2026-04-30,0.4,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394421,130,"Brownsville, TX",msa,TX,2026-01-31,2026-04-30,1.5,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394372,140,"Beaumont, TX",msa,TX,2026-01-31,2026-04-30,0.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394808,162,"Lubbock, TX",msa,TX,2026-01-31,2026-04-30,0.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394803,173,"Longview, TX",msa,TX,2026-01-31,2026-04-30,1.3,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395197,178,"Waco, TX",msa,TX,2026-01-31,2026-04-30,0.3,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394323,186,"Amarillo, TX",msa,TX,2026-01-31,2026-04-30,0.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394772,187,"Laredo, TX",msa,TX,2026-01-31,2026-04-30,0.4,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394483,189,"College Station, TX",msa,TX,2026-01-31,2026-04-30,0.5,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395174,201,"Tyler, TX",msa,TX,2026-01-31,2026-04-30,0.8,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394299,251,"Abilene, TX",msa,TX,2026-01-31,2026-04-30,1.4,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394860,254,"Midland, TX",msa,TX,2026-01-31,2026-04-30,0.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394930,271,"Odessa, TX",msa,TX,2026-01-31,2026-04-30,1.1,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395223,298,"Wichita Falls, TX",msa,TX,2026-01-31,2026-04-30,0.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395152,299,"Texarkana, TX",msa,TX,2026-01-31,2026-04-30,0.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395094,319,"Sherman, TX",msa,TX,2026-01-31,2026-04-30,-0.1,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395054,344,"San Angelo, TX",msa,TX,2026-01-31,2026-04-30,0.8,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395190,400,"Victoria, TX",msa,TX,2026-01-31,2026-04-30,0.5,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394809,425,"Lufkin, TX",msa,TX,2026-01-31,2026-04-30,0.3,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394345,446,"Athens, TX",msa,TX,2026-01-31,2026-04-30,0.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394699,465,"Huntsville, TX",msa,TX,2026-01-31,2026-04-30,0.5,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395024,503,"Rio Grande City, TX",msa,TX,2026-01-31,2026-04-30,-0.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394899,512,"Nacogdoches, TX",msa,TX,2026-01-31,2026-04-30,1.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394956,547,"Palestine, TX",msa,TX,2026-01-31,2026-04-30,1.5,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394551,552,"Eagle Pass, TX",msa,TX,2026-01-31,2026-04-30,1.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394742,589,"Kerrville, TX",msa,TX,2026-01-31,2026-04-30,-0.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394503,592,"Corsicana, TX",msa,TX,2026-01-31,2026-04-30,1.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394717,599,"Jacksonville, TX",msa,TX,2026-01-31,2026-04-30,0.3,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394963,602,"Paris, TX",msa,TX,2026-01-31,2026-04-30,0.8,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394316,609,"Alice, TX",msa,TX,2026-01-31,2026-04-30,-1.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394527,622,"Del Rio, TX",msa,TX,2026-01-31,2026-04-30,0.4,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394886,667,"Mount Pleasant, TX",msa,TX,2026-01-31,2026-04-30,0.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395129,680,"Stephenville, TX",msa,TX,2026-01-31,2026-04-30,1.2,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394558,685,"El Campo, TX",msa,TX,2026-01-31,2026-04-30,0.3,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394624,687,"Gainesville, TX",msa,TX,2026-01-31,2026-04-30,0.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394422,721,"Brownwood, TX",msa,TX,2026-01-31,2026-04-30,0.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395137,745,"Sulphur Springs, TX",msa,TX,2026-01-31,2026-04-30,0.4,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394370,751,"Bay City, TX",msa,TX,2026-01-31,2026-04-30,0.9,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394413,759,"Brenham, TX",msa,TX,2026-01-31,2026-04-30,0.5,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394385,770,"Big Spring, TX",msa,TX,2026-01-31,2026-04-30,0.0,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394984,795,"Plainview, TX",msa,TX,2026-01-31,2026-04-30,-1.0,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394376,808,"Beeville, TX",msa,TX,2026-01-31,2026-04-30,0.2,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394749,809,"Kingsville, TX",msa,TX,2026-01-31,2026-04-30,0.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394864,833,"Mineral Wells, TX",msa,TX,2026-01-31,2026-04-30,0.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394615,847,"Fredericksburg, TX",msa,TX,2026-01-31,2026-04-30,0.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395181,865,"Uvalde, TX",msa,TX,2026-01-31,2026-04-30,-0.3,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394959,888,"Pampa, TX",msa,TX,2026-01-31,2026-04-30,-0.2,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394784,893,"Levelland, TX",msa,TX,2026-01-31,2026-04-30,1.0,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394544,897,"Dumas, TX",msa,TX,2026-01-31,2026-04-30,1.5,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394403,899,"Borger, TX",msa,TX,2026-01-31,2026-04-30,1.5,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395014,907,"Raymondville, TX",msa,TX,2026-01-31,2026-04-30,0.0,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
753914,908,"Port Lavaca, TX",msa,TX,2026-01-31,2026-04-30,0.4,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394678,918,"Hereford, TX",msa,TX,2026-01-31,2026-04-30,0.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394330,920,"Andrews, TX",msa,TX,2026-01-31,2026-04-30,1.3,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395104,926,"Snyder, TX",msa,TX,2026-01-31,2026-04-30,1.3,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395142,933,"Sweetwater, TX",msa,TX,2026-01-31,2026-04-30,0.2,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394968,934,"Pecos, TX",msa,TX,2026-01-31,2026-04-30,-2.3,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
753929,935,"Zapata, TX",msa,TX,2026-01-31,2026-04-30,-0.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395188,938,"Vernon, TX",msa,TX,2026-01-31,2026-04-30,-1.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394767,939,"Lamesa, TX",msa,TX,2026-01-31,2026-04-30,0.8,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394514,4,"Dallas, TX",msa,TX,2026-01-31,2027-01-31,-0.8,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394692,5,"Houston, TX",msa,TX,2026-01-31,2027-01-31,-0.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395055,24,"San Antonio, TX",msa,TX,2026-01-31,2027-01-31,-2.0,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394355,29,"Austin, TX",msa,TX,2026-01-31,2027-01-31,-2.9,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394843,67,"McAllen, TX",msa,TX,2026-01-31,2027-01-31,2.1,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394561,69,"El Paso, TX",msa,TX,2026-01-31,2027-01-31,2.4,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394746,120,"Killeen, TX",msa,TX,2026-01-31,2027-01-31,0.1,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394502,129,"Corpus Christi, TX",msa,TX,2026-01-31,2027-01-31,-1.8,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394421,130,"Brownsville, TX",msa,TX,2026-01-31,2027-01-31,2.8,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394372,140,"Beaumont, TX",msa,TX,2026-01-31,2027-01-31,-2.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394808,162,"Lubbock, TX",msa,TX,2026-01-31,2027-01-31,0.0,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394803,173,"Longview, TX",msa,TX,2026-01-31,2027-01-31,0.7,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
395197,178,"Waco, TX",msa,TX,2026-01-31,2027-01-31,0.6,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394323,186,"Amarillo, TX",msa,TX,2026-01-31,2027-01-31,1.4,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394772,187,"Laredo, TX",msa,TX,2026-01-31,2027-01-31,-1.2,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
394483,189,"College Station, TX",msa,TX,2026-01-31,2027-01-31,0.1,Metro_zhvf_growth_uc_sfrcondo_tier_0.33_0.67_sm_sa_month.csv,growth,0,,,,
